,name,geometry,capability,country,city
535,CNC Service,POINT Z (-70.692228 -33.534209 0),cnc,CL,San Bernardo
536,Electromecanica Cnc Ltda,POINT Z (-70.620925 -33.444093 0),cnc,CL,Santiago
537,Metalco cnc,POINT Z (-71.46793 -33.049029 0),cnc,CL,Quilpue
538,Con Madera CNC,POINT Z (-71.518361 -33.037799 0),cnc,CL,Vina del Mar
539,Machina Lab,POINT Z (-71.561379 -33.023318 0),cnc,CL,Vina del Mar
540,El Taller Proyectos Graficos,POINT Z (-71.586254 -33.03254 0),cnc,CL,Vina del Mar
541,M5 Soluciones Industriales,POINT Z (-71.60750400000001 -33.051912 0),cnc,CL,Valparaiso
542,R & D maderas,POINT Z (-71.58748799999999 -33.067177 0),cnc,CL,Valparaiso
543,Mantenimiento y Transportes Larach,POINT Z (-71.570852 -33.108694 0),cnc,CL,Vina del Mar
544,Allgraphic,POINT Z (-71.53986500000001 -33.004925 0),cnc,CL,Vina del Mar
545,CNC ORIGEN,POINT Z (-68.655235 -32.915272 0),cnc,AR,Villa Nueva
546,CNC Industries,POINT Z (-70.38615299999999 -23.614685 0),cnc,CL,Antofagasta
547,CNC MÉXICO,POINT Z (-103.298516 20.672811 0),cnc,MX,Tlaquepaque
548,Taller De Ingeniería Mecánica,POINT Z (-78.512719 -9.120654 0),cnc,PE,Buenos Aires
549,National Computing Center,POINT Z (-57.52276 -25.33583 0),cnc,PY,Fernando de la Mora
550,CNC DIGITAL MARKETING,POINT Z (-63.895156 -8.768102000000001 0),cnc,BR,Porto Velho
551,INNOVART CNC MACHINES,POINT Z (-58.421712 -34.633457 0),cnc,AR,Buenos Aires
552,CAM CNC | Pantografos,POINT Z (-58.416172 -34.683781 0),cnc,AR,Lanus
553,Mecarapid CNC,POINT Z (-58.481111 -34.693323 0),cnc,AR,Villa Lugano
554,CNC ESTUDIO,POINT Z (-58.402555 -34.642893 0),cnc,AR,Buenos Aires
555,Asismec mecanizados CNC,POINT Z (-58.446689 -34.728368 0),cnc,AR,Lomas de Zamora
556,Torneria Cnc,POINT Z (-58.536944 -34.653759 0),cnc,AR,San Justo
557,Emcar Metalurgica Torno Cnc,POINT Z (-58.571599 -34.661599 0),cnc,AR,San Justo
558,CNC Insumos S.R.L.,POINT Z (-58.624942 -34.640373 0),cnc,AR,Moron
559,Metalúrgica Velazquez - Torneria y Mecanizados CNC,POINT Z (-58.577045 -34.600041 0),cnc,AR,Caseros
560,Cnc Insumos S.r.l.,POINT Z (-58.482885 -34.599122 0),cnc,AR,Villa Santa Rita
561,CNC Mecanizado,POINT Z (-60.722016 -32.932674 0),cnc,AR,Granadero Baigorria
562,Plemetal SRL Corte y Plegado Por Cnc,POINT Z (-60.707769 -32.947882 0),cnc,AR,Rosario
563,Tornería CNC y Maquinados,POINT Z (-60.707137 -32.864905 0),cnc,AR,Granadero Baigorria
564,SCHIAVON CENTRO DE MECANIZADO CNC TRABAJOS EN PRODUCCION,POINT Z (-60.710552 -32.840893 0),cnc,AR,Granadero Baigorria
565,MONTOVANI E HIJOS - MECANIZADOS CNC,POINT Z (-60.685036 -32.910035 0),cnc,AR,Rosario
566,DOING CNC,POINT Z (-60.688283 -32.909249 0),cnc,AR,Granadero Baigorria
567,Mecanizados M&S,POINT Z (-60.686674 -32.946072 0),cnc,AR,Rosario
568,rectificación industrial Cnc rectmil,POINT Z (-60.685625 -32.947519 0),cnc,AR,Rosario
569,Tornería Cnc de Raúl Farhat,POINT Z (-60.662658 -32.985945 0),cnc,AR,Rosario
570,Barbieri e Hijos,POINT Z (-60.661864 -32.98294 0),cnc,AR,Rosario
571,Metalmec Cursos - Metrologia - Cnc,POINT Z (-64.164145 -31.443516 0),cnc,AR,Cordoba
572,Mecanizados Cnc Fresa,POINT Z (-64.233799 -31.472007 0),cnc,AR,Cordoba
573,Corlove srl,POINT Z (-64.251085 -31.442599 0),cnc,AR,Cordoba
574,Ruben O Micolini Mecanizados - Cnc,POINT Z (-64.25161799999999 -31.444993 0),cnc,AR,Cordoba
575,Mecanizados Dpm Cnc,POINT Z (-64.251565 -31.442241 0),cnc,AR,Cordoba
576,CNC - Odontológia y Estética,POINT Z (-64.180689 -31.426265 0),cnc,AR,Cordoba
577,ASESORAMIENTO CNC,POINT Z (-64.13811800000001 -31.425356 0),cnc,AR,Cordoba
578,CNC Donelab srl,POINT Z (-64.21178999999999 -31.396372 0),cnc,AR,Cordoba
579,SIM cnc service,POINT Z (-64.16364900000001 -31.403705 0),cnc,AR,Cordoba
580,Relec Láser CNC,POINT Z (-64.176869 -31.396249 0),cnc,AR,Cordoba
581,Centro de Estudios Virtuales de la UNA,POINT Z (-57.518124 -25.334883 0),cnc,PY,Fernando de la Mora
582,Metalúrgica y Torneria San Jorge,POINT Z (-57.536038 -25.341928 0),cnc,PY,Fernando de la Mora
583,Mewin Ingenieria,POINT Z (-57.517535 -25.346077 0),cnc,PY,Fernando de la Mora
585,KRUDO,POINT Z (-57.588278 -25.258201 0),cnc,PY,Asuncion
586,"EXA ""CNC"" EL MEJOR EXA DEL PAIS",POINT Z (-57.61708 -25.304025 0),cnc,PY,Asuncion
587,"NATIONAL COLLEGE OF CAPITAL ""Gral. Bernardino Caballero""",POINT Z (-57.617587 -25.302175 0),cnc,PY,Asuncion
588,J.M.G. Mecanizados S.R.L,POINT Z (-65.208206 -26.804804 0),cnc,AR,San Miguel de Tucuman
589,Luis Cerri Y Suc N Cerri Torneria - Tornos Cnc,POINT Z (-61.55 -31.550085 0),cnc,AR,Bella Italia
591,Maquinarias Maju,POINT Z (-58.538998 -34.67206 0),cnc,AR,San Justo
592,GAUCHITO FABRICA ARGENTINA,POINT Z (-58.381604 -34.671712 0),cnc,AR,Avellaneda
593,Tormecar - Tornería y Mecanizados CNC,POINT Z (-58.345353 -34.695223 0),cnc,AR,Avellaneda
594,MA Mecanizados - Torneria y Mecanizados CNC,POINT Z (-58.755773 -34.525486 0),cnc,AR,Hurlingham
595,Metalúrgica Veracruz - Mecanizados y Tornería CNC,POINT Z (-58.495603 -34.641306 0),cnc,AR,Villa Santa Rita
596,INTERTECH ARGENTINA S.A. (Maquinas Herramienta CNC),POINT Z (-58.499941 -34.57723 0),cnc,AR,General San Martin
597,TORMETAL- Torneria Industrial - Mecanizado CNC -FERRETERIA INDUSTRIAL -Matriceria,POINT Z (-56.015462 -34.761541 0),cnc,UY,Joaquin Suarez
598,NISA - Cortes CNC,POINT Z (-56.149667 -34.869226 0),cnc,UY,Montevideo
599,Tornería MAM S.R.L,POINT Z (-56.170789 -34.876433 0),cnc,UY,Montevideo
600,"Myd maderas y diseño . Fresados CNC con router, calados, tallados.",POINT Z (-56.13038 -34.872234 0),cnc,UY,Montevideo
601,Compendios Legales Uy,POINT Z (-56.1814 -34.903284 0),cnc,UY,Montevideo
602,Bosa,POINT Z (-56.191311 -34.910446 0),cnc,UY,Montevideo
603,Gebi srl,POINT Z (-56.143177 -34.844065 0),cnc,UY,Montevideo
604,Minstar,POINT Z (-56.22809 -34.846299 0),cnc,UY,Montevideo
605,Ivantic S.A. Importadores,POINT Z (-56.190476 -34.9095 0),cnc,UY,Montevideo
606,Tecnojet,POINT Z (-55.989012 -34.767268 0),cnc,UY,Joaquin Suarez
607,J3D mecanizados CNC,POINT Z (-57.545305 -37.962575 0),cnc,AR,Mar del Plata
608,Malawi Creaciones - Muebles Industriales - Mar del Plata | Router CNC - Herreria,POINT Z (-57.59127 -37.962942 0),cnc,AR,Mar del Plata
609,Torneria Regazoni,POINT Z (-57.595116 -37.998579 0),cnc,AR,Mar del Plata
610,TEMA Ingenieria,POINT Z (-57.603043 -38.000334 0),cnc,AR,Mar del Plata
611,ERSIK S.A.,POINT Z (-57.568587 -38.014404 0),cnc,AR,Mar del Plata
612,MM3 prototipos,POINT Z (-57.548464 -38.011308 0),cnc,AR,Mar del Plata
613,Soluciones Creativas,POINT Z (-57.5281 -38.017002 0),cnc,AR,Mar del Plata
614,3DCam,POINT Z (-57.567322 -38.024734 0),cnc,AR,Mar del Plata
615,GF Competición,POINT Z (-57.556392 -38.030803 0),cnc,AR,Mar del Plata
616,JL ABREU,POINT Z (-57.556164 -38.039776 0),cnc,AR,Mar del Plata
617,CNC SUR,POINT Z (-72.972122 -41.459526 0),cnc,CL,Puerto Montt
618,Maestranza J-Yañez,POINT Z (-72.970072 -41.471642 0),cnc,CL,Puerto Montt
619,batch metalmecánica,POINT Z (-73.031729 -41.494186 0),cnc,CL,Puerto Montt
620,Maesac spa,POINT Z (-73.011354 -41.445346 0),cnc,CL,Puerto Montt
621,CNC_PTK,POINT Z (-72.91849000000001 -41.448054 0),cnc,CL,Puerto Montt
622,Finalcut Limitada,POINT Z (-72.97248 -41.459276 0),cnc,CL,Puerto Montt
623,TRIOS CNC SPA,POINT Z (-73.11555 -40.585744 0),cnc,CL,Osorno
624,CNC Epuyen,POINT Z (-71.401428 -42.146544 0),cnc,AR,Hoyo de Epuyen
625,Ma Cnc,POINT Z (-51.101732 -29.678994 0),cnc,BR,Novo Hamburgo
626,"D'arte CNC divisória, painel, biombo",POINT Z (-51.250168 -29.675925 0),cnc,BR,Portao
627,Mekanodrill Máquinas CNC,POINT Z (-50.79991 -29.606348 0),cnc,BR,Igrejinha
628,Leyser Tech CNC,POINT Z (-51.078875 -29.594871 0),cnc,BR,Ivoti
629,REBER USINAGEM CNC LTDA,POINT Z (-51.156796 -29.822516 0),cnc,BR,Sapucaia
630,LaserCNC,POINT Z (-51.104031 -29.921763 0),cnc,BR,Cachoeirinha
631,Garra Usinagem CNC,POINT Z (-51.102572 -29.923233 0),cnc,BR,Cachoeirinha
632,"NC Control - Retrofitting, Manutenção e Reparos de Dobradeiras CNC",POINT Z (-51.102261 -29.947581 0),cnc,BR,Cachoeirinha
633,Garra Usinagem Cnc,POINT Z (-51.10936 -29.989558 0),cnc,BR,Cachoeirinha
634,PitbullCNC Usinagem,POINT Z (-51.215435 -30.112713 0),cnc,BR,Porto Alegre
635,Lamonica CNC,POINT Z (-46.661765 -23.634884 0),cnc,BR,Diadema
636,Cnc comércios de maquinas e operatrizes ltda,POINT Z (-46.593488 -23.558066 0),cnc,BR,Sao Paulo
637,CNC Flex Indústria e Comércio,POINT Z (-46.671691 -23.506984 0),cnc,BR,Sao Paulo
638,MC Mechanical CNC machining sao paulo,POINT Z (-46.570452 -23.517236 0),cnc,BR,Guarulhos
639,Cnc Motion Máquinas router Cnc,POINT Z (-46.408128 -23.457666 0),cnc,BR,Itaquaquecetuba
640,FENIX CNC - USINAGEM E MANUTENÇÃO,POINT Z (-46.343917 -23.440963 0),cnc,BR,Itaquaquecetuba
641,CNC STUDIO,POINT Z (-46.342966 -23.401722 0),cnc,BR,Aruja
642,ENA CNC SERVICE,POINT Z (-47.077644 -22.89669 0),cnc,BR,Campinas
643,Cnc caldeiraria,POINT Z (-47.509405 -22.994543 0),cnc,BR,Capivari
644,Rocha cnc,POINT Z (-47.110808 -22.916767 0),cnc,BR,Campinas
645,CNC National Communications Commission,POINT Z (-62.262758 -38.720365 0),cnc,AR,Bahia Blanca
646,Mecanizados C & C,POINT Z (-62.290974 -38.719872 0),cnc,AR,Bahia Blanca
647,TORNERÍA BAHIA,POINT Z (-62.290838 -38.724465 0),cnc,AR,Bahia Blanca
648,Tornería MORIONES,POINT Z (-62.277946 -38.714715 0),cnc,AR,Bahia Blanca
649,Torneria y mecanizados CNC,POINT Z (-62.23821 -38.742041 0),cnc,AR,Bahia Blanca
650,METALURGICA CIESCO,POINT Z (-62.285753 -38.748719 0),cnc,AR,Bahia Blanca
651,UDITEC - Unidad de Desarrollo Insustrial y Tecnológico,POINT Z (-62.286609 -38.75877 0),cnc,AR,Bahia Blanca
652,Torneria Jalif,POINT Z (-62.275541 -38.760552 0),cnc,AR,Bahia Blanca
653,Metalmecánica Maurer S.R.L.,POINT Z (-62.287941 -38.756451 0),cnc,AR,Bahia Blanca
654,Pasion CNC,POINT Z (-62.060863 -38.887932 0),cnc,AR,Punta Alta
655,Torneria San Pedro,POINT Z (-67.540077 -45.89336 0),cnc,AR,Rada Tilly
656,Cristiano CNC Tecnologia LTDA,POINT Z (-44.035997 -19.931511 0),cnc,BR,Contagem
657,Cnc Centro Nacional de Cadastro Ltda,POINT Z (-43.938104 -19.923316 0),cnc,BR,Belo Horizonte
658,CNC Consultoria e Serviços,POINT Z (-43.960476 -19.966472 0),cnc,BR,Belo Horizonte
659,Destac cortes CNC,POINT Z (-44.016605 -19.977832 0),cnc,BR,Contagem
660,CNC Treinamentos e Gestão Ocupacional,POINT Z (-44.046537 -19.940892 0),cnc,BR,Contagem
661,LGE CNC Service,POINT Z (-44.051251 -19.930361 0),cnc,BR,Contagem
662,Referência CNC Automação e Serviços.,POINT Z (-44.019872 -19.96158 0),cnc,BR,Contagem
663,PAPO CNC - MOISÉS HENRIQUES,POINT Z (-44.010812 -19.954594 0),cnc,BR,Contagem
664,Jaraguá CNC,POINT Z (-43.959118 -19.886413 0),cnc,BR,Belo Horizonte
665,CNC Machines,POINT Z (-44.015684 -19.877405 0),cnc,BR,Contagem
666,Brasília CNC,POINT Z (-47.925407 -15.747097 0),cnc,BR,Brasilia
667,Tatatronic CNC,POINT Z (-48.027362 -15.959028 0),cnc,BR,Brasilia
668,"Meira Soluções em CNC corte, usinagem e artefatos em madeira",POINT Z (-49.282884 -16.7848 0),cnc,BR,Aparecida de Goiania
669,Vetor CNC,POINT Z (-49.247371 -16.771466 0),cnc,BR,Aparecida de Goiania
670,"Dimetal Maquinas CNC, Tecnologia Em Movimento",POINT Z (-49.247232 -16.759704 0),cnc,BR,Aparecida de Goiania
671,Autonics Maquinas e Equipamentos Industriais,POINT Z (-49.241163 -16.730128 0),cnc,BR,Goiania
672,China Torneadora,POINT Z (-49.262396 -16.72512 0),cnc,BR,Goiania
673,CNC Modas,POINT Z (-49.283668 -16.673509 0),cnc,BR,Goiania
674,TSM USINAGEM,POINT Z (-49.288678 -16.674285 0),cnc,BR,Goiania
675,PEÇAS PARA CNC GOIANIA,POINT Z (-49.236169 -16.667993 0),cnc,BR,Goiania
676,CNC CONSTRUTORA,POINT Z (-49.200098 -16.672232 0),cnc,BR,Goiania
677,Gilmar de Campos,POINT Z (-49.235837 -16.631126 0),cnc,BR,Goiania
678,Athena CNC - Fabricante de Router CNC,POINT Z (-43.485497 -22.876224 0),cnc,BR,Nilopolis
679,CNC PRODUÇÕES,POINT Z (-43.582501 -22.884932 0),cnc,BR,Queimados
680,CNC RJ,POINT Z (-43.371634 -22.786873 0),cnc,BR,Sao Joao de Meriti
681,Cobra CNC,POINT Z (-43.321498 -22.797662 0),cnc,BR,Duque de Caxias
682,CNC ASSISTÊNCIA TÉCNICA DE MÁQUINAS E EQUIPAMENTOS EIRELI,POINT Z (-43.275856 -22.755562 0),cnc,BR,Duque de Caxias
683,"Solutecnica - Corte a Laser, Usinagem e Dobra CNC de Peças - RJ",POINT Z (-43.242808 -22.86794 0),cnc,BR,Rio de Janeiro
684,Usinagem CNC,POINT Z (-43.240374 -22.86451 0),cnc,BR,Rio de Janeiro
685,"Cnc Logistica, Armazenagem E Distribuicao S.a",POINT Z (-43.187585 -22.950062 0),cnc,BR,Rio de Janeiro
687,ACASTRO CNC,POINT Z (-40.31634 -20.349285 0),cnc,BR,Vila Velha
688,Hailtools,POINT Z (-40.288757 -20.341952 0),cnc,BR,Vila Velha
689,Jr Mecânica,POINT Z (-40.357221 -20.341204 0),cnc,BR,Vitoria
691,Centro Náutico Capixaba - CNC,POINT Z (-40.291542 -20.305318 0),cnc,BR,Vila Velha
692,cnc 360,POINT Z (-40.32963 -20.333689 0),cnc,BR,Vitoria
693,ProCut Corte e usinagem em Router CNC,POINT Z (-40.414604 -20.366089 0),cnc,BR,Viana
694,ES3D USINAGEM LTDA,POINT Z (-40.323259 -20.36833 0),cnc,BR,Vila Velha
695,CONSTRUÇÕES LTDA,POINT Z (-40.324212 -20.371697 0),cnc,BR,Vila Velha
696,VIXCNC,POINT Z (-40.196181 -20.196283 0),cnc,BR,Serra
697,Corte Certo Bahia,POINT Z (-38.308412 -12.88613 0),cnc,BR,Lauro de Freitas
698,DIMENSION CNC,POINT Z (-38.488544 -12.898685 0),cnc,BR,Salvador
699,FR MÁQUINAS,POINT Z (-38.489768 -12.969909 0),cnc,BR,Salvador
700,Cobertech Estruturas Metálicas,POINT Z (-38.422775 -12.828161 0),cnc,BR,Simoes Filho
701,Preciusi - Precisão em Usinagem,POINT Z (-38.336908 -12.875573 0),cnc,BR,Lauro de Freitas
702,DOB Metal Ltda - Corte e Dobra,POINT Z (-38.30321 -12.703959 0),cnc,BR,Camacari
703,Cascadura Usinagem,POINT Z (-38.298928 -12.701879 0),cnc,BR,Camacari
704,Levyartdesign,POINT Z (-48.459519 -1.431221 0),cnc,BR,Belem
705,CS-Consoft,POINT Z (-48.457496 -1.43663 0),cnc,BR,Belem
706,Tornservice Indústria Ltda,POINT Z (-48.501863 -1.456893 0),cnc,BR,Belem
707,Multivisi Belém,POINT Z (-48.48798 -1.453154 0),cnc,BR,Belem
708,SGM Comunicação Visual,POINT Z (-48.441468 -1.332131 0),cnc,BR,Ananindeua
709,CNC caruaru,POINT Z (-35.960295 -8.276697 0),cnc,BR,Caruaru
710,"Art's CNC - Personalização em mdf, madeira e acrílico",POINT Z (-36.104398 -9.797226999999999 0),cnc,BR,Sao Miguel dos Campos
711,Taguchi Soluções Ltda,POINT Z (-34.888614 -8.051634999999999 0),cnc,BR,Recife
712,CNC comercio e serviço,POINT Z (-34.937418 -8.119863 0),cnc,BR,Jaboatao dos Guararapes
713,CNC Materiais Construção,POINT Z (-34.97811 -8.151118 0),cnc,BR,Jaboatao
714,Esetec.cnc service,POINT Z (-34.915526 -7.823889 0),cnc,BR,Igarassu
715,CM Sign e Equipamentos,POINT Z (-34.835705 -7.199523 0),cnc,BR,Joao Pessoa
716,CM Equipamentos,POINT Z (-34.850453 -7.073733 0),cnc,BR,Joao Pessoa
717,"ART Machine - Soluções CNC, Laser & Indústria 4.0",POINT Z (-35.260346 -5.941291 0),cnc,BR,Parnamirim
718,Potiguar Arte CNC,POINT Z (-35.318872 -5.748918 0),cnc,BR,Extremoz
719,CNC Servicos,POINT Z (-38.498512 -3.792998 0),cnc,BR,Fortaleza
720,Nexus Metalmecânica,POINT Z (-38.49998 -3.74255 0),cnc,BR,Fortaleza
721,Spea Máquinas Operatrizes,POINT Z (-38.588742 -3.732726 0),cnc,BR,Fortaleza
722,Fastertec CNC,POINT Z (-38.626398 -3.753749 0),cnc,BR,Caucaia
723,Ths Usinagem em torno cnc,POINT Z (-38.608018 -3.693272 0),cnc,BR,Caucaia
724,USB - Machining Santa Barbara,POINT Z (-38.598307 -3.799395 0),cnc,BR,Maracanau
725,Aladdin Automação e Comercio LTDA,POINT Z (-38.550316 -3.803297 0),cnc,BR,Fortaleza
726,CNC Alimentos,POINT Z (-38.489819 -3.771556 0),cnc,BR,Fortaleza
727,Delta SE7E CNC / Aladdin Automação,POINT Z (-38.563763 -3.838089 0),cnc,BR,Maracanau
728,ATR Indústria da Maquinas Ltda.,POINT Z (-38.665833 -3.8725 0),cnc,BR,Maracanau
729,HDDesign serviços router cnc,POINT Z (-44.219729 -2.571448 0),cnc,BR,Sao Luis
730,CnC Caracas.,POINT Z (-66.800603 10.446693 0),cnc,VE,El Hatillo
731,Reny cnc,POINT Z (-66.996803 10.35039 0),cnc,VE,Carrizal
732,CORTE INDUSTRIAL C.N.C,POINT Z (-66.87570599999999 10.433562 0),cnc,VE,Baruta
733,KOTLAB - Corte y Grabado Laser y CNC,POINT Z (-66.827639 10.498547 0),cnc,VE,Los Dos Caminos
734,TucorteCNC.com,POINT Z (-66.810408 10.493171 0),cnc,VE,Los Dos Caminos
735,CNC ELECTRIC VE,POINT Z (-66.027244 9.210784 0),cnc,VE,Valle de La Pascua
736,Custom CNC,POINT Z (-68.89400999999999 10.163835 0),cnc,VE,Chivacoa
737,Cnc Ciensa Laser,POINT Z (-72.482214 7.894462 0),cnc,CO,Cucuta
738,Centro de Mecanizado CNC General Oil Field,POINT Z (-73.772313 6.956269 0),cnc,CO,Barrancabermeja
739,Metal plastic ca,POINT Z (-71.647295 10.553888 0),cnc,VE,San Francisco
740,Patio CNC,POINT Z (-71.670958 10.579697 0),cnc,VE,San Francisco
741,costa norte construcciones,POINT Z (-71.63494 10.665443 0),cnc,VE,Maracaibo
742,Taller de soldadura Valbuena,POINT Z (-71.70790599999999 10.671459 0),cnc,VE,Maracaibo
743,CNC CentroOccidente,POINT Z (-69.379395 10.056054 0),cnc,VE,Barquisimeto
744,CNC Los Llanos C.A,POINT Z (-69.209948 9.358858 0),cnc,VE,Piritu
745,Electroartes & diseños industriales,POINT Z (-69.867469 18.474074 0),cnc,DO,Santo Domingo Este
746,Bits CNC Studio,POINT Z (-69.949507 18.465679 0),cnc,DO,Bella Vista
747,CncBox.do,POINT Z (-69.93335399999999 18.451522 0),cnc,DO,Bella Vista
748,Allarqui+,POINT Z (-69.944614 18.461958 0),cnc,DO,Bella Vista
749,"A&C, Dominicana, SRL",POINT Z (-69.915719 18.488785 0),cnc,DO,San Carlos
750,Cutter Graphics Laser - Cnc Letras Armadas,POINT Z (-69.90476099999999 18.483172 0),cnc,DO,San Carlos
751,COMPU COPY CNC SRL,POINT Z (-69.99725100000001 18.464183 0),cnc,DO,El Carril
752,Raulin cnc,POINT Z (-70.106368 18.400124 0),cnc,DO,San Cristobal
753,CNC 2000 INC / IDC International LLC,POINT Z (-66.05494299999999 18.236325 0),cnc,PR,Caguas
754,Martínez Welding Service Corp,POINT Z (-65.890317 18.19865 0),cnc,PR,Las Piedras
755,affiBox,POINT Z (-66.131522 18.357644 0),cnc,PR,Guaynabo
756,C&C SECURITY SERVICE,POINT Z (-66.18379400000001 18.353829 0),cnc,PR,Pajaros
757,JWelding,POINT Z (-66.192877 18.322027 0),cnc,PR,Pajaros
758,Adorno’s Precision CNC Machine Shop,POINT Z (-66.18976499999999 18.405907 0),cnc,PR,Candelaria
759,Rotger Industrial,POINT Z (-66.17257600000001 18.407653 0),cnc,PR,Bayamon
760,"GCSS, CORP.",POINT Z (-66.048776 18.417292 0),cnc,PR,Catano
761,Tool and Metal Higher Precision,POINT Z (-65.98983699999999 18.422541 0),cnc,PR,Carolina
762,Arte Via CNC,POINT Z (-59.973739 -2.992118 0),cnc,BR,Manaus
763,A B S Industrial,POINT Z (-60.019155 -3.0954 0),cnc,BR,Manaus
764,SP Lasercut da Amazônia,POINT Z (-59.960347 -3.108682 0),cnc,BR,Manaus
765,W Marques Engenharia,POINT Z (-59.951084 -3.115309 0),cnc,BR,Manaus
766,WALTER JR. FERRAMENTARIA,POINT Z (-59.938193 -3.112869 0),cnc,BR,Manaus
767,M P V Tornearia,POINT Z (-59.986873 -3.123421 0),cnc,BR,Manaus
768,Indústrias Romi S/A,POINT Z (-60.009424 -3.124129 0),cnc,BR,Manaus
769,Romi,POINT Z (-59.996279 -3.125151 0),cnc,BR,Manaus
770,ONIX. Serviços de Corte a Laser.,POINT Z (-60.008068 -3.130856 0),cnc,BR,Manaus
771,Nm máquina,POINT Z (-59.997248 -3.139258 0),cnc,BR,Manaus
772,Tornearia e Fresadora Universo,POINT Z (-60.148154 -12.735986 0),cnc,BR,Vilhena
773,MULTICORTE CNC CBBA,POINT Z (-66.106517 -17.38477 0),cnc,BO,Cochabamba
774,Mikrotec,POINT Z (-66.151038 -17.365901 0),cnc,BO,Cochabamba
775,MEG Electromecánica,POINT Z (-66.164061 -17.363345 0),cnc,BO,Cochabamba
776,TESLA CNC 3D Bolivia.,POINT Z (-66.185953 -17.380426 0),cnc,BO,Cochabamba
777,multiMAKINAS,POINT Z (-66.15303299999999 -17.396849 0),cnc,BO,Cochabamba
778,CNCochabamba,POINT Z (-66.141851 -17.395647 0),cnc,BO,Cochabamba
779,Ingeniería torneria,POINT Z (-66.197762 -17.396384 0),cnc,BO,Cochabamba
780,GARTEC Diseño y Construccion Industrial,POINT Z (-66.167039 -17.408491 0),cnc,BO,Cochabamba
781,TORNERIA PILLCO,POINT Z (-66.160561 -17.412451 0),cnc,BO,Cochabamba
782,Corte CNC Plasma CBBA,POINT Z (-66.227817 -17.391141 0),cnc,BO,Cochabamba
784,Dising CNC Oruro-Bol,POINT Z (-67.052696 -17.974539 0),cnc,BO,Oruro
785,SERVICIOS INDUSTRIALES RICHARD´S,POINT Z (-63.119799 -17.761711 0),cnc,BO,Santa Cruz de la Sierra
786,Metalock Bolivia,POINT Z (-63.221303 -17.823793 0),cnc,BO,Santa Cruz de la Sierra
787,Abstrak Tienda CNC,POINT Z (-76.62751799999999 2.448548 0),cnc,CO,Popayan
789,CNC Colombia,POINT Z (-76.608734 2.427898 0),cnc,CO,Popayan
790,DINTELCOR Ingenierias,POINT Z (-76.628935 2.450814 0),cnc,CO,Popayan
791,Todocorte,POINT Z (-75.292869 2.931733 0),cnc,CO,Neiva
792,MULTICORTES,POINT Z (-75.293954 2.926682 0),cnc,CO,Neiva
794,Maquinar CNC,POINT Z (-77.290306 1.225127 0),cnc,CO,Pasto
795,Torno Califas CNC,POINT Z (-79.93569100000001 -3.249414 0),cnc,EC,Machala
796,VR CORTE PLASMA CNC,POINT Z (-79.01755199999999 -2.896781 0),cnc,EC,Cuenca
797,Perfiles CNC,POINT Z (-78.993545 -2.895844 0),cnc,EC,Cuenca
798,ED CNC CUTTING,POINT Z (-78.848859 -2.73816 0),cnc,EC,Azogues
799,VECTOR CNC,POINT Z (-78.92691499999999 -2.517534 0),cnc,EC,Canar
800,Maquinados Industriales México,POINT Z (-98.548973 19.789085 0),cnc,MX,Tepeapulco
801,Maquinaría y Maquinados Industriales S.A. de C.V.,POINT Z (-98.224006 19.001086 0),cnc,MX,Puebla
802,Maquinados Tromel S.A de C.V.,POINT Z (-98.222283 19.134347 0),cnc,MX,Almecatla
803,Maquinados Industriales Cid Sa De Cv,POINT Z (-98.178646 19.081745 0),cnc,MX,San Sebastian de Aparicio
804,Maquinados y Mantenimientos Industriales Tejeda,POINT Z (-98.12028599999999 19.065673 0),cnc,MX,Casa Blanca
805,MAQUINADOS PC,POINT Z (-99.212406 19.466547 0),cnc,MX,Naucalpan de Juarez
806,MAQUINADOS MONROY,POINT Z (-99.235013 19.540947 0),cnc,MX,Vista Hermosa
807,MAQUINADOS SIMSA,POINT Z (-99.18108100000001 19.534291 0),cnc,MX,Tlalnepantla
808,"Bufete Industrial de Metalmecánica y Maquinados, S.A. de C.V.",POINT Z (-99.155047 19.516563 0),cnc,MX,Colonia Lindavista
809,"Diseño y Maquinados Industriales MMIDY, S.A. de C.V.",POINT Z (-99.09135999999999 19.520023 0),cnc,MX,Puerto Escondido (Tepeolulco Puerto Escondido)
810,MAQUINADOS INDUSTRIALES SOTO,POINT Z (-99.144018 19.469573 0),cnc,MX,Cuauhtemoc
811,Cuchillas y Maquinados Para la Industría S.A. de C.V.,POINT Z (-99.15273000000001 19.452119 0),cnc,MX,Cuauhtemoc
812,Maquinados Especiales,POINT Z (-99.159783 19.628083 0),cnc,MX,Colonia Lazaro Cardenas (Los Hornos)
813,Maquinados CNC Masi,POINT Z (-99.18595500000001 19.714031 0),cnc,MX,San Jose del Puente
814,ENGRANES Y MAQUINADOS,POINT Z (-99.16569800000001 18.909686 0),cnc,MX,Tetecolala
815,Maquinados Industriales Martínez,POINT Z (-99.174992 18.873646 0),cnc,MX,Jiutepec
816,Maquinados Industriales De Morelos Engranes Helicoidales,POINT Z (-99.18574 18.916144 0),cnc,MX,Loma Bonita
817,MAYSER Maquinados y Servicios,POINT Z (-99.175434 18.918301 0),cnc,MX,Loma Bonita
